0.116,-0.233
0.124,-0.236
0.133,-0.239
0.144,-0.242
0.153,-0.244
0.162,-0.246
0.17,-0.248
0.178,-0.249
0.184,-0.25
0.189,-0.251
0.196,-0.251
0.194,-0.242
0.192,-0.239
0.186,-0.23
0.183,-0.225
0.179,-0.22
0.175,-0.214
0.17,-0.209
0.165,-0.203
0.161,-0.196
0.156,-0.19
0.152,-0.183
0.148,-0.177
0.145,-0.173
0.143,-0.168
0.141,-0.163
0.14,-0.156
0.141,-0.153
0.151,-0.153
0.157,-0.155
0.165,-0.159
0.174,-0.163
0.185,-0.167
0.198,-0.172
0.213,-0.177
0.228,-0.183
0.244,-0.189
0.259,-0.194
0.273,-0.199
0.285,-0.203
0.297,-0.206
0.306,-0.209
0.312,-0.211
0.316,-0.212
0.307,-0.2
0.302,-0.195
0.297,-0.19
0.292,-0.184
0.286,-0.177
0.28,-0.171
0.274,-0.163
0.268,-0.156
0.262,-0.148
0.256,-0.141
0.251,-0.134
0.247,-0.128
0.244,-0.122
0.242,-0.118
0.253,-0.115
0.26,-0.117
0.269,-0.121
0.28,-0.125
0.292,-0.13
0.306,-0.135
0.32,-0.14
0.336,-0.146
0.354,-0.152
0.371,-0.159
0.388,-0.165
0.405,-0.171
0.419,-0.176
0.432,-0.181
0.443,-0.184
0.452,-0.186
0.457,-0.187
0.45,-0.175
0.445,-0.169
0.439,-0.163
0.432,-0.156
0.424,-0.148
0.416,-0.14
0.408,-0.132
0.401,-0.124
0.393,-0.116
0.385,-0.108
0.378,-0.101
0.371,-0.093
0.365,-0.087
0.36,-0.082
0.356,-0.077
0.354,-0.073
0.369,-0.071
0.378,-0.073
0.388,-0.077
0.399,-0.081
0.413,-0.086
0.429,-0.091
0.445,-0.097
0.462,-0.104
0.48,-0.11
0.497,-0.116
0.513,-0.122
0.528,-0.127
0.54,-0.13
0.551,-0.133
0.558,-0.135
0.563,-0.135
0.557,-0.124
0.552,-0.118
0.548,-0.111
0.542,-0.103
0.536,-0.094
0.529,-0.085
0.522,-0.074
0.515,-0.063
0.509,-0.052
0.503,-0.041
0.499,-0.03
0.495,-0.02
0.492,-0.011
0.491,-0.002
0.491,0.004
0.491,0.009
0.497,0.016
0.503,0.017
0.51,0.017
0.52,0.017
0.532,0.013
0.546,0.008
0.562,0.002
0.58,-0.005
0.599,-0.013
0.619,-0.021
0.639,-0.029
0.66,-0.037
0.681,-0.044
0.699,-0.05
0.715,-0.053
0.729,-0.055
0.739,-0.055
0.747,-0.055
0.751,-0.053
0.753,-0.046
0.752,-0.04
0.75,-0.033
0.746,-0.025
0.741,-0.016
0.736,-0.006
0.73,0.005
0.725,0.016
0.719,0.028
0.714,0.04
0.71,0.051
0.707,0.063
0.705,0.073
0.704,0.082
0.704,0.089
0.706,0.095
0.71,0.099
0.715,0.103
0.722,0.105
0.73,0.105
0.74,0.105
0.752,0.101
0.764,0.097
0.778,0.091
0.792,0.086
0.806,0.08
0.821,0.075
0.836,0.071
0.851,0.067
0.864,0.064
0.876,0.063
0.885,0.063
0.891,0.064
0.894,0.069
0.894,0.074
0.892,0.081
0.889,0.089
0.885,0.098
0.881,0.107
0.876,0.118
0.871,0.129
0.867,0.141
0.862,0.153
0.858,0.165
0.856,0.175
0.855,0.185
0.855,0.192
0.856,0.199
0.859,0.204
0.863,0.208
0.869,0.211
0.877,0.213
0.886,0.214
0.897,0.215
0.909,0.215
0.922,0.215
0.935,0.214
0.947,0.213
0.958,0.213
0.967,0.213
0.974,0.213
0.978,0.214
0.981,0.224
0.979,0.228
0.976,0.233
0.972,0.238
0.969,0.244
0.966,0.251
0.964,0.258
0.962,0.265
0.961,0.272
0.961,0.278
0.963,0.283
0.966,0.287
0.971,0.291
0.977,0.293
0.985,0.294
0.993,0.295
0.003,0.295
0.012,0.295
0.021,0.294
0.029,0.294
0.036,0.293
0.042,0.293
0.047,0.293
0.037,0.303
0.035,0.307
0.032,0.313
0.03,0.318
0.018,0.333
0.018,0.333
0.028,0.33
0.031,0.326
0.034,0.32
0.037,0.312
0.04,0.302
0.042,0.291
0.044,0.279
0.046,0.266
0.048,0.255
0.05,0.247
0.052,0.241
0.055,0.237
0.065,0.238
0.071,0.244
0.079,0.251
0.088,0.261
0.098,0.271
0.11,0.281
0.122,0.29
0.133,0.297
0.144,0.302
0.153,0.305
0.161,0.305
0.166,0.305
0.171,0.298
0.173,0.291
0.175,0.284
0.176,0.275
0.177,0.265
0.178,0.255
0.18,0.245
0.182,0.234
0.185,0.223
0.189,0.211
0.194,0.2
0.199,0.189
0.204,0.18
0.21,0.172
0.217,0.165
0.223,0.159
0.23,0.154
0.237,0.152
0.243,0.151
0.25,0.152
0.256,0.155
0.262,0.16
0.269,0.167
0.275,0.175
0.281,0.183
0.287,0.19
0.292,0.197
0.297,0.203
0.302,0.206
0.306,0.209
0.313,0.21
0.317,0.208
0.32,0.198
0.321,0.191
0.322,0.183
0.322,0.174
0.323,0.163
0.325,0.152
0.326,0.14
0.328,0.128
0.33,0.116
0.333,0.103
0.335,0.091
0.338,0.08
0.34,0.069
0.344,0.06
0.348,0.051
0.353,0.044
0.358,0.039
0.364,0.036
0.37,0.034
0.376,0.034
0.383,0.034
0.391,0.036
0.398,0.04
0.406,0.045
0.414,0.051
0.423,0.058
0.431,0.064
0.44,0.071
0.448,0.077
0.457,0.083
0.465,0.088
0.473,0.091
0.48,0.094
0.485,0.095
0.491,0.095
0.494,0.09
0.495,0.081
0.495,0.076
0.494,0.071
0.493,0.065
0.492,0.06
0.491,0.055
0.491,0.049
0.491,0.043
0.491,0.038
0.491,0.032
0.491,0.026
0.491,0.021
0.494,0.014
0.496,0.012
0.587,-0.095
0.587,-0.095
0.594,-0.086
0.598,-0.082
0.603,-0.079
0.609,-0.076
0.614,-0.075
0.619,-0.074
0.626,-0.074
0.631,-0.08
0.633,-0.085
0.633,-0.091
0.633,-0.097
0.634,-0.105
0.634,-0.113
0.634,-0.122
0.634,-0.131
0.636,-0.14
0.639,-0.148
0.642,-0.155
0.647,-0.161
0.654,-0.166
0.663,-0.17
0.673,-0.172
0.685,-0.173
0.697,-0.172
0.708,-0.167
0.718,-0.161
0.728,-0.155
0.737,-0.148
0.746,-0.141
0.754,-0.136
0.761,-0.132
0.767,-0.129
0.773,-0.127
0.778,-0.127
0.785,-0.129
0.788,-0.131
0.794,-0.141
0.797,-0.147
0.8,-0.154
0.802,-0.162
0.805,-0.171
0.807,-0.18
0.809,-0.19
0.811,-0.2
0.814,-0.21
0.816,-0.22
0.82,-0.229
0.823,-0.237
0.827,-0.244
0.831,-0.25
0.836,-0.255
0.842,-0.258
0.848,-0.26
0.855,-0.26
0.862,-0.258
0.87,-0.255
0.879,-0.25
0.889,-0.245
0.898,-0.239
0.908,-0.233
0.918,-0.229
0.929,-0.225
0.938,-0.223
0.947,-0.223
0.955,-0.223
0.962,-0.225
0.968,-0.229
0.973,-0.235
0.978,-0.241
0.983,-0.248
0.988,-0.255
0.993,-0.263
0.997,-0.27
0.968732,-0.314166
0.968732,-0.314166
0.975473,-0.300684
0.978844,-0.295628
0.982214,-0.290572
0.9839,-0.283831
0.98727,-0.27709
0.988955,-0.270348
0.990641,-0.261922
0.992326,-0.255181
0.994011,-0.246754
0.995697,-0.238328
0.997382,-0.231586
0.999067,-0.22316
0.00075,-0.214733
0.00075,-0.204622
0.00244,-0.196195
0.00244,-0.186083
0.00244,-0.175971
0.00412,-0.16586
0.00412,-0.154062
0.00581,-0.142265
0.00581,-0.132153
0.00581,-0.120356
0.00749,-0.110245
0.00918,-0.0984474
0.00918,-0.0883356
0.01086,-0.0748532
0.01086,-0.0630561
0.01086,-0.051259
0.01086,-0.0394618
0.01086,-0.0276647
0.01086,-0.0175529
0.01255,-0.00575576
0.01255,0.00267075
0.01255,0.0127826
0.01255,0.0228944
0.01255,0.0313209
0.01255,0.0414327
0.01255,0.0515445
0.01255,0.0616564
0.01255,0.0717682
0.01255,0.0801947
0.01255,0.0903065
0.01255,0.098733
0.01255,0.10716
0.01255,0.115586
0.01255,0.124013
0.01086,0.130754
0.01086,0.140866
0.01086,0.147607
0.00918,0.157719
0.00749,0.16446
0.00581,0.172886
0.00581,0.179628
0.00412,0.186369
0.00412,0.19311
0.00244,0.198166
0.00244,0.204907
0.00075,0.209963
0.00075,0.215019
0.999067,0.22176
0.999067,0.226816
0.997382,0.233557
0.997382,0.240298
0.995697,0.245354
0.995697,0.252096
0.994011,0.257152
0.994011,0.262207
0.992326,0.267263
0.992326,0.274005
0.990641,0.277375
0.988955,0.284116
0.988955,0.289172
0.98727,0.294228
0.985585,0.299284
0.9839,0.30434
0.982214,0.311081
0.980529,0.314452
0.980529,0.321193
0.978844,0.324564
0.978844,0.331305
0.977158,0.334675
0.975473,0.341417
0.973788,0.344787
0.01255,-0.046203
0.01255,-0.046203
0.02266,-0.0478883
0.02772,-0.0495736
0.03277,-0.051259
0.0412,-0.0529443
0.05131,-0.0546296
0.06142,-0.0563149
0.07322,-0.0580002
0.0867,-0.0596855
0.10187,-0.0613708
0.11704,-0.0630561
0.13221,-0.0647414
0.14906,-0.0664267
0.16423,-0.068112
0.17939,-0.0697973
0.19456,-0.0714826
0.20973,-0.0714826
0.2249,-0.0731679
0.24007,-0.0748532
0.25355,-0.0748532
0.26872,-0.0765385
0.2822,-0.0765385
0.29568,-0.0765385
0.30916,-0.0782238
0.32096,-0.0782238
0.33276,-0.0782238
0.34624,-0.0782238
0.35804,-0.0782238
0.36983,-0.0799091
0.37995,-0.0799091
0.39174,-0.0799091
0.40354,-0.0799091
0.41365,-0.0799091
0.42545,-0.0799091
0.43556,-0.0799091
0.44399,-0.0799091
0.45578,-0.0799091
0.46421,-0.0799091
0.47264,-0.0799091
0.48275,-0.0799091
0.49118,-0.0799091
0.4996,-0.0799091
0.50803,-0.0799091
0.51646,-0.0799091
0.52657,-0.0799091
0.53331,-0.0799091
0.54342,-0.0799091
0.55016,-0.0815944
0.5569,-0.0815944
0.56196,-0.0815944
0.5687,-0.0815944
-0.483488,-0.431544
-0.483488,-0.431544
-0.502779,-0.439811
-0.513802,-0.445323
-0.527582,-0.450835
-0.544117,-0.453591
-0.566164,-0.459103
-0.588211,-0.459103
-0.61577,-0.461859
-0.646085,-0.461859
-0.679156,-0.461859
-0.709471,-0.456347
-0.748053,-0.450835
-0.781124,-0.445323
-0.81695,-0.4343
-0.850021,-0.423276
-0.883092,-0.409497
-0.913406,-0.395717
-0.938209,-0.379182
-0.963012,-0.362647
-0.987815,-0.343355
-1.00986,-0.321308
-1.03191,-0.299261
-1.0512,-0.277214
-1.06774,-0.252411
-1.08152,-0.227608
-1.09529,-0.202805
-1.10907,-0.175246
